ID,Title,Category,Location,Country,Model,Brand,Capacity,Condition,DeliveryTime,DispatchTimeMax,Price,Currency,URL,State,Capacity_Type
254207845116,LG fridge GSL668,Refrigerators,Hillside^VIC^Australia,AU,GSL668,LG,668,Used,None,None,1750.0,AUD,http://www.ebay.com.au/itm/LG-fridge-GSL668-/254207845116,VIC,>600
232308593298,Frost 705L French Door Fridge Dual Cooling Stainless 2019 - NEW,Refrigerators,Auburn^NSW^Australia,AU,AUSBS705SS,FROST,705,Brand New,None,None,1749.3,AUD,http://www.ebay.com.au/itm/Frost-705L-French-Door-Fridge-Dual-Cooling-Stainless-2019-NEW-/232308593298,NSW,>600
162851172187,New LG - GS-B680PL - 687L Side by Side Refrigerator,Refrigerators,Sydney^NSW^Australia,AU,GSB680PL,LG,687,Brand New,6,2,1749.0,AUD,http://www.ebay.com.au/itm/New-LG-GS-B680PL-687L-Side-Side-Refrigerator-/162851172187,NSW,>600
264298935261,EvaKool Upright Caravan 175 Litre Platinum Fridge Freezer Camper 2 Door Steel,Refrigerators,Sydney^NSW^Australia,AU,DC175,EVAKOOL,None,Brand New,10,3,1749.0,AUD,http://www.ebay.com.au/itm/EvaKool-Upright-Caravan-175-Litre-Platinum-Fridge-Freezer-Camper-2-Door-Steel-/264298935261,NSW,Nan
252760895681,NEW! 488 Litre LED Light Commercial Restaurant Upright Display Freezer RRP-$3499,Refrigerators,Dandenong North^VIC^Australia,AU,None,EUROTAG,488lt,Brand New,None,None,1745.0,AUD,http://www.ebay.com.au/itm/NEW-488-Litre-LED-Light-Commercial-Restaurant-Upright-Display-Freezer-RRP-3499-/252760895681,VIC,Nan
223412521031,Fisher & Paykel 447L ActiveSmartâ„¢ Top Mount Fridge - RF440TRPX6,Refrigerators,West Footscray^VIC^Australia,AU,None,FISHER & PAYKEL,447,Brand New,None,None,1743.4,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-447L-ActiveSmarta-Top-Mount-Fridge-RF440TRPX6-/223412521031,VIC,400-450
323704538011,Westinghouse 540L Stainless Steel Top Mount - WTB5400SA-L,Refrigerators,West Footscray^VIC^Australia,AU,WTB5400SAL,WESTINGHOUSE,540,Brand New,None,None,1737.65,AUD,http://www.ebay.com.au/itm/Westinghouse-540L-Stainless-Steel-Top-Mount-WTB5400SA-L-/323704538011,VIC,500-550
200990940668,Single Door 650L Stainless Steel Commercial Upright Storage Fridge,Refrigerators,Auburn^NSW^Australia,AU,None,CHILLMATIC,650,Brand New,None,None,1719.95,AUD,http://www.ebay.com.au/itm/Single-Door-650L-Stainless-Steel-Commercial-Upright-Storage-Fridge-/200990940668,NSW,>600
233141625758,Westinghouse 530L Bottom Mount Fridge - WBE5304SA-R,Refrigerators,West Footscray^VIC^Australia,AU,WBE5304SAR,WESTINGHOUSE,530,Brand New,None,None,1718.1,AUD,http://www.ebay.com.au/itm/Westinghouse-530L-Bottom-Mount-Fridge-WBE5304SA-R-/233141625758,VIC,500-550
233141794980,Westinghouse 530L Bottom Mount Fridge - WBE5304SA-L,Refrigerators,West Footscray^VIC^Australia,AU,None,WESTINGHOUSE,530,Brand New,None,None,1718.1,AUD,http://www.ebay.com.au/itm/Westinghouse-530L-Bottom-Mount-Fridge-WBE5304SA-L-/233141794980,VIC,500-550
272471311755,NEW Westinghouse WBE5360SA 529L Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,WBE5360SA-R,WESTINGHOUSE,360,Brand New,3,3,1711.0,AUD,http://www.ebay.com.au/itm/NEW-Westinghouse-WBE5360SA-529L-Bottom-Mount-Fridge-/272471311755,NSW,350-400
254212618514,Samsung Side By Side Fridge And Freezer,Refrigerators,Ferntree Gully^VIC^Australia,AU,SRP332ELS,SAMSUNG,None,Used,None,None,1700.0,AUD,http://www.ebay.com.au/itm/Samsung-Side-Side-Fridge-And-Freezer-/254212618514,VIC,Nan
183777839818,display fridge for sale^ good condition,Refrigerators,Camberwell^VIC^Australia,AU,None,NONE,None,Used,None,None,1700.0,AUD,http://www.ebay.com.au/itm/display-fridge-sale-good-condition-/183777839818,VIC,Nan
152732569788,New Hitachi - R-W610PT5-GGR - 563L French Door Refrigerator - Grey Glass,Refrigerators,Sydney^NSW^Australia,AU,None,HITACHI,563,Brand New,6,2,1699.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-R-W610PT5-GGR-563L-French-Door-Refrigerator-Grey-Glass-/152732569788,NSW,550-600
123233712971,NEW Haier HRF520FHS 514L French Door Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,HRF520FHS,HAIER,514,Brand New,6,1,1699.0,AUD,http://www.ebay.com.au/itm/NEW-Haier-HRF520FHS-514L-French-Door-Refrigerator-/123233712971,VIC,500-550
142855785221,NEW Fisher & Paykel RF522BRPX6 519L Bottom Mount Refrigerator,Refrigerators,Strathmore^VIC^Australia,AU,None,FISHER & PAYKEL,519,Brand New,6,1,1699.0,AUD,http://www.ebay.com.au/itm/NEW-Fisher-Paykel-RF522BRPX6-519L-Bottom-Mount-Refrigerator-/142855785221,VIC,500-550
302985669641,NEW Vintec V40BVCBK 100 Beer Bottle Beverage Centre,Mini Fridges,Sydney^NSW^Australia,AU,None,VINTEC,None,Brand New,6,3,1699.0,AUD,http://www.ebay.com.au/itm/NEW-Vintec-V40BVCBK-100-Beer-Bottle-Beverage-Centre-/302985669641,NSW,Nan
283293608566,NEW Vintec VIN40BVCALRH Beverage Centre,Refrigerators,Sydney^NSW^Australia,AU,None,VINTEC,None,Brand New,6,3,1699.0,AUD,http://www.ebay.com.au/itm/NEW-Vintec-VIN40BVCALRH-Beverage-Centre-/283293608566,NSW,Nan
322298847023,Teco 536L Dc Inverter 3 Door Frost Free Refrigerator Stainless - Tff536Snma,Refrigerators,Seaford^VIC^Australia,AU,None,TECO,536,Brand New,None,None,1699.0,AUD,http://www.ebay.com.au/itm/Teco-536L-Dc-Inverter-3-Door-Frost-Free-Refrigerator-Stainless-Tff536Snma-/322298847023,VIC,500-550
162847812726,New Hitachi - R-WB550PT2-GGR - 501L French Door Refrigerator - Grey Glass,Refrigerators,Sydney^NSW^Australia,AU,RWB550PT2GGR,HITACHI,501,Brand New,6,2,1699.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-R-WB550PT2-GGR-501L-French-Door-Refrigerator-Grey-Glass-/162847812726,NSW,500-550
152865394689,New Hitachi - R-WB550PT2-GBK - 510L French Door Refrigerator - Black Glass,Refrigerators,Sydney^NSW^Australia,AU,R-WB550PT2,HITACHI,510,Brand New,6,2,1699.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-R-WB550PT2-GBK-510L-French-Door-Refrigerator-Black-Glass-/152865394689,NSW,500-550
153446982386,New Electrolux - EBE4507BB-R - 453L Bottom Mount Refrigerator,Refrigerators,Sydney^NSW^Australia,AU,None,ELECTROLUX,453,Brand New,6,2,1699.0,AUD,http://www.ebay.com.au/itm/New-Electrolux-EBE4507BB-R-453L-Bottom-Mount-Refrigerator-/153446982386,NSW,450-500
312427587444,BeefEater 190 Litre Double Door Outdoor Bar Fridge,Refrigerators,Mount Waverley^VIC^Australia,AU,BS28200,BEEFEATER,None,Brand New,6,1,1699.0,AUD,http://www.ebay.com.au/itm/BeefEater-190-Litre-Double-Door-Outdoor-Bar-Fridge-/312427587444,VIC,Nan
303030170505,Westinghouse WHE6200SA 622L French Door Refrigerator,Refrigerators,Oakleigh^VIC^Australia,AU,WHE6200SA,WESTINGHOUSE,622,New: Never Used,None,None,1699.0,AUD,http://www.ebay.com.au/itm/Westinghouse-WHE6200SA-622L-French-Door-Refrigerator-/303030170505,VIC,>600
153383463549,New Fisher & Paykel - RF522ADX5 - 519L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,RF522ADX5,FISHER & PAYKEL,519,Brand New,6,2,1699.0,AUD,http://www.ebay.com.au/itm/New-Fisher-Paykel-RF522ADX5-519L-French-Door-Fridge-/153383463549,NSW,500-550
162728885986,New Hitachi - R-W610PT5-GPW - 563L French Door Refrigerator - White Glass,Refrigerators,Sydney^NSW^Australia,AU,RW610PT5GPW,HITACHI,563,Brand New,6,2,1699.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-R-W610PT5-GPW-563L-French-Door-Refrigerator-White-Glass-/162728885986,NSW,550-600
152646769513,New Hitachi - R-W610PT5-GBK - 563L French Door Refrigerator - Black Glass,Refrigerators,Sydney^NSW^Australia,AU,None,HITACHI,563,Brand New,6,2,1699.0,AUD,http://www.ebay.com.au/itm/New-Hitachi-R-W610PT5-GBK-563L-French-Door-Refrigerator-Black-Glass-/152646769513,NSW,550-600
303136231377,LG 712L French Door Refrigerator w/ dispenser GF-5L712PL,Refrigerators,West Footscray^VIC^Australia,AU,GF-5L712PL,LG,712,Manufacturer refurbished,None,None,1699.0,AUD,http://www.ebay.com.au/itm/LG-712L-French-Door-Refrigerator-w-dispenser-GF-5L712PL-/303136231377,VIC,>600
143158863989,LG GS-L668PNL 668L Side by Side Fridge (S/Steel),Refrigerators,Cabramatta^NSW^Australia,AU,GS-L668PNL,LG,668,New: Never Used,None,None,1696.0,AUD,http://www.ebay.com.au/itm/LG-GS-L668PNL-668L-Side-Side-Fridge-S-Steel-/143158863989,NSW,>600
163370482908,New Vintec - V40BVCBK - 100 bottle Beer and Wine Bar,Refrigerators,Sydney^NSW^Australia,AU,None,VINTEC,None,Brand New,6,3,1695.0,AUD,http://www.ebay.com.au/itm/New-Vintec-V40BVCBK-100-bottle-Beer-and-Wine-Bar-/163370482908,NSW,Nan
202637847770,Westinghouse WQE6000SA 600L Stainless Steel 4 Door French Door,Refrigerators,Moorabbin^VIC^Australia,AU,WQE6000SA,WESTINGHOUSE,600,New: Never Used,None,None,1688.0,AUD,http://www.ebay.com.au/itm/Westinghouse-WQE6000SA-600L-Stainless-Steel-4-Door-French-Door-/202637847770,VIC,>600
283290617461,NEW Westinghouse WHE5200SA-D 524L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,WHE5200SA,WESTINGHOUSE,524,Brand New,3,3,1670.0,AUD,http://www.ebay.com.au/itm/NEW-Westinghouse-WHE5200SA-D-524L-French-Door-Fridge-/283290617461,NSW,500-550
223412352093,Mitsubishi 560L Top Mount Fridge - MR-560EK-W-A,Refrigerators,West Footscray^VIC^Australia,AU,None,MITSUBISHI,560,Brand New,None,None,1666.35,AUD,http://www.ebay.com.au/itm/Mitsubishi-560L-Top-Mount-Fridge-MR-560EK-W-A-/223412352093,VIC,550-600
282166381236,NEW Fisher & Paykel E522BRXFDJ5 519L ActiveSmart Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,FISHER & PAYKEL,519,Brand New,6,3,1665.0,AUD,http://www.ebay.com.au/itm/NEW-Fisher-Paykel-E522BRXFDJ5-519L-ActiveSmart-Bottom-Mount-Fridge-/282166381236,NSW,500-550
302044896396,NEW Sharp SJXE624FSL 624L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,SJXE624FSL,SHARP,624,Brand New,3,3,1660.0,AUD,http://www.ebay.com.au/itm/NEW-Sharp-SJXE624FSL-624L-French-Door-Fridge-/302044896396,NSW,>600
273530938337,NEW Samsung SRF583DLS 583L French Door Refrigerator,Refrigerators,Sydney^NSW^Australia,AU,None,SAMSUNG,583,Brand New,3,3,1660.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF583DLS-583L-French-Door-Refrigerator-/273530938337,NSW,550-600
233141343539,Fisher & Paykel Vertical Refrigerator - E450LW1,Refrigerators,West Footscray^VIC^Australia,AU,None,FISHER & PAYKEL,451,Brand New,None,None,1658.3,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-Vertical-Refrigerator-E450LW1-/233141343539,VIC,450-500
272344166968,NEW Fisher & Paykel RX628DX1 628L Side by Side Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,FISHER & PAYKEL,628,Brand New,3,3,1651.0,AUD,http://www.ebay.com.au/itm/NEW-Fisher-Paykel-RX628DX1-628L-Side-Side-Fridge-/272344166968,NSW,>600
192901204465,Electrolux EBE5307BB-R 529L Dark S/Steel Bottom Mount Fridge,Refrigerators,Moorabbin^VIC^Australia,AU,EBE5307BB-R,ELECTROLUX,529,New: Never Used,None,None,1649.0,AUD,http://www.ebay.com.au/itm/Electrolux-EBE5307BB-R-529L-Dark-S-Steel-Bottom-Mount-Fridge-/192901204465,VIC,500-550
302044883168,NEW Fisher & Paykel E522BLXFDJ5 519L ActiveSmart Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,E522BRXFD,FISHER & PAYKEL,519,Brand New,3,3,1645.0,AUD,http://www.ebay.com.au/itm/NEW-Fisher-Paykel-E522BLXFDJ5-519L-ActiveSmart-Bottom-Mount-Fridge-/302044883168,NSW,500-550
401706743295,Samsung 583L French Door Refrigerator SRF582DBLS,Refrigerators,Liverpool^NSW^Australia,AU,None,SAMSUNG,583,Brand New,None,None,1639.0,AUD,http://www.ebay.com.au/itm/Samsung-583L-French-Door-Refrigerator-SRF582DBLS-/401706743295,NSW,550-600
283325675106,NEW Gorenje NRKI5181LW 278L Integrated Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,GORENJE,278,Brand New,3,3,1635.0,AUD,http://www.ebay.com.au/itm/NEW-Gorenje-NRKI5181LW-278L-Integrated-Bottom-Mount-Fridge-/283325675106,NSW,250-300
282139302950,NEW Fisher & Paykel E442BRWFD5 442L ActiveSmart Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,FISHER & PAYKEL,442,Brand New,3,3,1633.0,AUD,http://www.ebay.com.au/itm/NEW-Fisher-Paykel-E442BRWFD5-442L-ActiveSmart-Bottom-Mount-Fridge-/282139302950,NSW,400-450
302966700290,NEW Westinghouse WFB4204WA 425L Upright Freezer,Refrigerators,Sydney^NSW^Australia,AU,WFB4204WA,WESTINGHOUSE,420,Brand New,3,3,1630.0,AUD,http://www.ebay.com.au/itm/NEW-Westinghouse-WFB4204WA-425L-Upright-Freezer-/302966700290,NSW,400-450
223412316693,Mitsubishi 370L 3 Door Bottom Mount Fridge - MR-CX370EJ-ST-A1,Refrigerators,West Footscray^VIC^Australia,AU,None,MITSUBISHI,370,Brand New,None,None,1628.4,AUD,http://www.ebay.com.au/itm/Mitsubishi-370L-3-Door-Bottom-Mount-Fridge-MR-CX370EJ-ST-A1-/223412316693,VIC,350-400
323709656377,Lemair 562L Side By Side Fridge - L550SXS,Refrigerators,West Footscray^VIC^Australia,AU,L550SXS,LEMAIR,562,Brand New,None,None,1622.65,AUD,http://www.ebay.com.au/itm/Lemair-562L-Side-Side-Fridge-L550SXS-/323709656377,VIC,550-600
223412512912,Fisher & Paykel 442L Bottom Mount Fridge - RF442BLGX6,Refrigerators,West Footscray^VIC^Australia,AU,RF442BRPXA,FISHER & PAYKEL,442,Brand New,None,None,1615.75,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-442L-Bottom-Mount-Fridge-RF442BLGX6-/223412512912,VIC,400-450
323704067803,Fisher & Paykel 442L Bottom Mount Fridge - RF442BRGX6,Refrigerators,West Footscray^VIC^Australia,AU,None,FISHER & PAYKEL,442,Brand New,None,None,1615.75,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-442L-Bottom-Mount-Fridge-RF442BRGX6-/323704067803,VIC,400-450
233141672366,Westinghouse 530L Bottom Mount Fridge - WBE5300WA-L,Refrigerators,West Footscray^VIC^Australia,AU,WBE5300WAL,WESTINGHOUSE,530,Brand New,None,None,1600.8,AUD,http://www.ebay.com.au/itm/Westinghouse-530L-Bottom-Mount-Fridge-WBE5300WA-L-/233141672366,VIC,500-550
123291949351,LG french door fridge,Refrigerators,Officer^VIC^Australia,AU,None,LG,None,Used,None,None,1600.0,AUD,http://www.ebay.com.au/itm/LG-french-door-fridge-/123291949351,VIC,Nan
323589390560,LG GF-L708PL 708L French Door Refrigerator,Refrigerators,Bendigo^VIC^Australia,AU,L708PL,LG,708,Used,None,None,1600.0,AUD,http://www.ebay.com.au/itm/LG-GF-L708PL-708L-French-Door-Refrigerator-/323589390560,VIC,>600
323644117253,LG Refrigerator. 2yrs old! Bought for $2800 new,Refrigerators,Deeragun^QLD^Australia,AU,LG,LG,None,Used,None,None,1600.0,AUD,http://www.ebay.com.au/itm/LG-Refrigerator-2yrs-old-Bought-2800-new-/323644117253,QLD,Nan
303073657226,Samsung SRF583DLS 583 Litre French Door Refrigerator Brand New unwanted prize,Refrigerators,Dural^NSW^Australia,AU,None,SAMSUNG,None,Brand New,None,None,1600.0,AUD,http://www.ebay.com.au/itm/Samsung-SRF583DLS-583-Litre-French-Door-Refrigerator-Brand-New-unwanted-prize-/303073657226,NSW,Nan
262481850985,Brand New 635 Litre French Door Refrigerator Fridge Freezer Stainless Steel,Refrigerators,Dandenong North^VIC^Australia,AU,None,NONE,None,Brand New,None,None,1599.0,AUD,http://www.ebay.com.au/itm/Brand-New-635-Litre-French-Door-Refrigerator-Fridge-Freezer-Stainless-Steel-/262481850985?var=561290086187,VIC,Nan
152933465416,New Fisher & Paykel - RF522BLPX6 - 519L Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,RF522BLPX6,FISHER & PAYKEL,519,Brand New,6,2,1599.0,AUD,http://www.ebay.com.au/itm/New-Fisher-Paykel-RF522BLPX6-519L-Bottom-Mount-Fridge-/152933465416,NSW,500-550
152937185961,New Fisher & Paykel - RF522BRPX6 - 519L Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,FISHER & PAYKEL,519,Brand New,6,2,1599.0,AUD,http://www.ebay.com.au/itm/New-Fisher-Paykel-RF522BRPX6-519L-Bottom-Mount-Fridge-/152937185961,NSW,500-550
332007083773,Teco 536L Dc Inverter 3 Door Frost Free Refrigerator White - Tff536Wnma,Refrigerators,Seaford^VIC^Australia,AU,None,NONE,536,Brand New,None,None,1599.0,AUD,http://www.ebay.com.au/itm/Teco-536L-Dc-Inverter-3-Door-Frost-Free-Refrigerator-White-Tff536Wnma-/332007083773,VIC,500-550
163646737688,New Electrolux - EBE4507SB-R - 453L Bottom Mount Refrigerator,Refrigerators,Sydney^NSW^Australia,AU,None,ELECTROLUX,453,Brand New,6,3,1599.0,AUD,http://www.ebay.com.au/itm/New-Electrolux-EBE4507SB-R-453L-Bottom-Mount-Refrigerator-/163646737688,NSW,450-500
292610725240,STAINLESS STEEL 2 DOOR BENCH REFRIGERATOR^ FRIDGE,Refrigerators,Auburn^NSW^Australia,AU,None,POWAS CATERING,None,Brand New,None,None,1599.0,AUD,http://www.ebay.com.au/itm/STAINLESS-STEEL-2-DOOR-BENCH-REFRIGERATOR-FRIDGE-/292610725240,NSW,Nan
282587114250,Samsung Fridge 801L French Door Refrigerator SRF801GDL Fridge 1 Year Warranty,Refrigerators,Guildford^NSW^Australia,AU,SRF801GDL,SAMSUNG,801,Seller refurbished,None,None,1599.0,AUD,http://www.ebay.com.au/itm/Samsung-Fridge-801L-French-Door-Refrigerator-SRF801GDL-Fridge-1-Year-Warranty-/282587114250,NSW,>600
303067646855,Westinghouse WQE6000SA 600L Stainless Steel 4 Door French Door,Refrigerators,Oakleigh^VIC^Australia,AU,None,WESTINGHOUSE,600,New: Never Used,None,None,1599.0,AUD,http://www.ebay.com.au/itm/Westinghouse-WQE6000SA-600L-Stainless-Steel-4-Door-French-Door-/303067646855,VIC,>600
202637847766,Westinghouse WHE6060SA 605L Stainless Steel French Door,Refrigerators,Bentleigh^VIC^Australia,AU,WHE6060SA,WESTINGHOUSE,605,New: Never Used,None,None,1599.0,AUD,http://www.ebay.com.au/itm/Westinghouse-WHE6060SA-605L-Stainless-Steel-French-Door-/202637847766,VIC,>600
273129760583,NEW Hisense HR6CDFF509SW 509L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,HR6CDFF509SW,HISENSE,509,Brand New,3,3,1587.0,AUD,http://www.ebay.com.au/itm/NEW-Hisense-HR6CDFF509SW-509L-French-Door-Fridge-/273129760583,NSW,500-550
272784496488,NEW InAlto I4DF545X 545L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,I4DF545X,INALTO,545,Brand New,3,3,1585.0,AUD,http://www.ebay.com.au/itm/NEW-InAlto-I4DF545X-545L-French-Door-Fridge-/272784496488,NSW,500-550
302984145343,NEW Samsung SRF533DLS 533L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,SRS710GNLS,SAMSUNG,533,Brand New,3,3,1584.0,AUD,http://www.ebay.com.au/itm/NEW-Samsung-SRF533DLS-533L-French-Door-Fridge-/302984145343,NSW,500-550
264280702850,Polar Single Door Fridge 400Ltr Stainless Steel,Refrigerators,Parramatta^NSW^Australia,AU,,NAN,None,Brand New,6,1,1578.39,AUD,http://www.ebay.com.au/itm/Polar-Single-Door-Fridge-400Ltr-Stainless-Steel-/264280702850,NSW,Nan
233141367559,Fisher & Paykel 403L Bottom Mount Fridge - E402BRXFD5,Refrigerators,West Footscray^VIC^Australia,AU,None,FISHER & PAYKEL,403,Brand New,None,None,1569.75,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-403L-Bottom-Mount-Fridge-E402BRXFD5-/233141367559,VIC,400-450
223413161342,Westinghouse 530L Bottom Mount Fridge - WBE5300WA-R,Refrigerators,West Footscray^VIC^Australia,AU,WBE5300WA,WESTINGHOUSE,530,Brand New,None,None,1569.75,AUD,http://www.ebay.com.au/itm/Westinghouse-530L-Bottom-Mount-Fridge-WBE5300WA-R-/223413161342,VIC,500-550
282713534628,NEW Fisher & Paykel RF522BLGW6 519L ActiveSmart Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,FISHER & PAYKEL,519,Brand New,6,3,1568.0,AUD,http://www.ebay.com.au/itm/NEW-Fisher-Paykel-RF522BLGW6-519L-ActiveSmart-Bottom-Mount-Fridge-/282713534628,NSW,500-550
233141601867,Westinghouse 530L Bottom Mount Fridge - WBE5300SA-R,Refrigerators,West Footscray^VIC^Australia,AU,WBE5300SA,WESTINGHOUSE,528,Brand New,None,None,1566.3,AUD,http://www.ebay.com.au/itm/Westinghouse-530L-Bottom-Mount-Fridge-WBE5300SA-R-/233141601867,VIC,500-550
223412877831,Westinghouse 530L Bottom Mount Fridge - WBE5300SA-L,Refrigerators,West Footscray^VIC^Australia,AU,WBE5300SAL,WESTINGHOUSE,530,Brand New,None,None,1566.3,AUD,http://www.ebay.com.au/itm/Westinghouse-530L-Bottom-Mount-Fridge-WBE5300SA-L-/223412877831,VIC,500-550
302966357522,NEW Electrolux ETE5407SA-R 536L Top Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,ETE5407SA,ELECTROLUX,536,Brand New,3,3,1564.0,AUD,http://www.ebay.com.au/itm/NEW-Electrolux-ETE5407SA-R-536L-Top-Mount-Fridge-/302966357522,NSW,500-550
272361957640,NEW Fisher & Paykel E442BRXFDJ5 442L ActiveSmart Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,None,FISHER & PAYKEL,442,Brand New,3,3,1560.0,AUD,http://www.ebay.com.au/itm/NEW-Fisher-Paykel-E442BRXFDJ5-442L-ActiveSmart-Bottom-Mount-Fridge-/272361957640,NSW,400-450
264280703288,Liebherr EFL2805 Solid Top Chest Freezer - 261 Litres,Mini Fridges,Parramatta^NSW^Australia,AU,,NAN,,Brand New,6,1,1559.8,AUD,http://www.ebay.com.au/itm/Liebherr-EFL2805-Solid-Top-Chest-Freezer-261-Litres-/264280703288,NSW,Nan
233141295466,LG 687L Side by Side Fridge - GS-B680WL,Refrigerators,West Footscray^VIC^Australia,AU,None,LG,687,Brand New,None,None,1553.65,AUD,http://www.ebay.com.au/itm/LG-687L-Side-Side-Fridge-GS-B680WL-/233141295466,VIC,>600
254120483009,LG GC-L227FNSL 590L Side by Side Fridge,Refrigerators,Felixstow^SA^Australia,AU,GC-L227FNSL,LG,227,Used,None,None,1550.0,AUD,http://www.ebay.com.au/itm/LG-GC-L227FNSL-590L-Side-Side-Fridge-/254120483009,SA,200-250
303030156241,Westinghouse WSE6870SA 680L Side-by-Side Refrigerator,Refrigerators,Oakleigh^VIC^Australia,AU,WSE6870SA,WESTINGHOUSE,680,New: Never Used,None,None,1549.0,AUD,http://www.ebay.com.au/itm/Westinghouse-WSE6870SA-680L-Side-by-Side-Refrigerator-/303030156241,VIC,>600
333092534654,Mammoth 130L Fridge Freezer great for Cooling^ Outdoor Camping,Refrigerators,Seaford^VIC^Australia,AU,None,NONE,130,Brand New,None,None,1549.0,AUD,http://www.ebay.com.au/itm/Mammoth-130L-Fridge-Freezer-great-Cooling-Outdoor-Camping-/333092534654,VIC,<200
223412864627,Westinghouse 540L Stainless Steel Top Mount - WTB5400SA-R,Refrigerators,West Footscray^VIC^Australia,AU,WTB5400SAR,WESTINGHOUSE,540,Brand New,None,None,1535.25,AUD,http://www.ebay.com.au/itm/Westinghouse-540L-Stainless-Steel-Top-Mount-WTB5400SA-R-/223412864627,VIC,500-550
283234434902,NEW Westinghouse WRB5004WA 501L Upright Fridge,Refrigerators,Sydney^NSW^Australia,AU,WRB5004WA,WESTINGHOUSE,501,Brand New,6,3,1535.0,AUD,http://www.ebay.com.au/itm/NEW-Westinghouse-WRB5004WA-501L-Upright-Fridge-/283234434902,NSW,500-550
233141334087,Fisher & Paykel 519L Bottom Mount Fridge - RF522BLPX6,Refrigerators,West Footscray^VIC^Australia,AU,RF522BLPX6,FISHER & PAYKEL,519,Brand New,None,None,1531.8,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-519L-Bottom-Mount-Fridge-RF522BLPX6-/233141334087,VIC,500-550
223425601817,Fisher & Paykel 519L Bottom Mount Fridge - RF522BRPX6,Refrigerators,West Footscray^VIC^Australia,AU,None,NONE,519,Brand New,None,None,1531.8,AUD,http://www.ebay.com.au/itm/Fisher-Paykel-519L-Bottom-Mount-Fridge-RF522BRPX6-/223425601817,VIC,500-550
273545497022,NEW Westinghouse WBE5304SAR 530L Bottom Mount Fridge,Refrigerators,Sydney^NSW^Australia,AU,WBE5304SAR,WESTINGHOUSE,530,Brand New,3,3,1530.0,AUD,http://www.ebay.com.au/itm/NEW-Westinghouse-WBE5304SAR-530L-Bottom-Mount-Fridge-/273545497022,NSW,500-550
263741938915,Samsung 680L 4 Door French Door Fridge w/ Sparkling Water Dispenser SRF679SWLS,Refrigerators,Auburn^NSW^Australia,AU,SRF679SWLS,SAMSUNG,680,Seller refurbished,None,None,1529.15,AUD,http://www.ebay.com.au/itm/Samsung-680L-4-Door-French-Door-Fridge-w-Sparkling-Water-Dispenser-SRF679SWLS-/263741938915,NSW,>600
283272308677,NEW Husky HUS-WC66B-BK-ZY Beverage Centre,Refrigerators,Sydney^NSW^Australia,AU,None,HUSKY,None,Brand New,6,3,1528.0,AUD,http://www.ebay.com.au/itm/NEW-Husky-HUS-WC66B-BK-ZY-Beverage-Centre-/283272308677,NSW,Nan
202613355483,Electrolux EBE5367SA-R 528L Bottom Mount Fridge,Refrigerators,Moorabbin^VIC^Australia,AU,EBE5367SA,ELECTROLUX,528,New: Never Used,None,None,1527.0,AUD,http://www.ebay.com.au/itm/Electrolux-EBE5367SA-R-528L-Bottom-Mount-Fridge-/202613355483,VIC,500-550
302773346030,NEW Haier HRF520FHS 514L French Door Fridge,Refrigerators,Sydney^NSW^Australia,AU,HRF520FHS,HAIER,514,Brand New,3,3,1524.0,AUD,http://www.ebay.com.au/itm/NEW-Haier-HRF520FHS-514L-French-Door-Fridge-/302773346030,NSW,500-550
